0.02,0.922164
0.04,0.04758641
0.06,0.5626667
0.08,0.8852564
0.09999999,0.02447182
0.12,0.6243442
0.14,0.8422741
0.16,0.008856446
0.18,0.6840615
0.2,0.7938937
0.22,0.0009866953
0.24,0.7408755
0.26,0.7408786
0.28,0.0009865463
0.3,0.7938933
0.32,0.6840611
0.34,0.008856684
0.36,0.8422751
0.38,0.6243425
0.4,0.02447265
0.42,0.8852588
0.4400001,0.5626628
0.4600001,0.04758829
0.4800001,0.9221675
0.5000001,0.4999968
0.52,0.077838
0.54,0.9524145
0.56,0.4373308
0.58,0.1147429
0.6,0.9755287
0.6199999,0.3756568
0.6399999,0.1577255
0.6599999,0.9911427
0.6799999,0.3159417
0.6999999,0.2061012
0.7199998,0.9990129
0.7399998,0.2591291
0.7599998,0.2591176
0.7799998,0.999014
0.7999998,0.2061149
0.8199998,0.3159259
0.8399997,0.9911459
0.8599997,0.1577379
0.8799997,0.3756403
0.8999997,0.9755328
0.9199997,0.1147525
0.9399996,0.4373158
0.9599996,0.9524209
0.9799996,0.07784507
0.9999996,0.499976
1.02,0.9221725
1.04,0.04759634
1.06,0.5626441
1.08,0.8852708
1.1,0.0244773
1.12,0.6243205
1.14,0.8422916
1.159999,0.008860946
1.179999,0.6840401
1.199999,0.7939147
1.219999,0.0009885728
1.239999,0.7408537
1.259999,0.740903
1.279999,0.0009845495
1.299999,0.7938631
1.319999,0.6840923
1.339999,0.008851111
1.359999,0.8422451
1.379999,0.6243787
1.399999,0.02445993
1.419999,0.885235
1.439999,0.5627112
1.459999,0.04756913
1.479999,0.9221444
1.499999,0.5000399
1.519999,0.07781288
1.539999,0.9523937
1.559999,0.4373754
1.579999,0.1147142
1.599999,0.9755131
1.619999,0.3756985
1.639999,0.1576913
1.659999,0.9911354
1.679999,0.3159889
1.699999,0.2060663
1.719999,0.99901
1.739999,0.2591669
1.759999,0.2590765
1.779999,0.9990169
1.799999,0.2061498
1.819999,0.3158858
1.839999,0.9911547
1.859999,0.157772
1.879999,0.3755986
1.899999,0.9755473
1.919999,0.11478
1.939999,0.4372731
1.959999,0.9524441
1.979999,0.07787225
1.999999,0.4999291
2.019999,0.9221956
2.039999,0.0476163
2.059999,0.5626013
2.079999,0.8853008
2.099999,0.02449182
2.119999,0.6242788
2.139999,0.8423203
2.159999,0.008869022
2.179999,0.6840035
2.199999,0.7939527
2.219999,0.0009915233
2.239999,0.7408125
2.259999,0.7409441
2.279999,0.0009820759
2.299999,0.7938312
2.319999,0.6841289
2.339998,0.008842319
2.359998,0.8422109
2.379998,0.6244241
2.399998,0.02444544
2.419998,0.885205
2.439998,0.5627427
2.459998,0.04754916
2.479998,0.9221193
2.499998,0.5000792
2.519998,0.07778776
2.539998,0.952377
2.559998,0.4374295
2.579998,0.1146843
2.599998,0.9755009
2.619998,0.3757366
2.639998,0.1576571
2.659998,0.9911265
2.679998,0.3160325
2.699998,0.2060284
2.719998,0.9990075
2.739998,0.2592147
2.759998,0.2590354
2.779998,0.9990194
2.799998,0.2061816
2.819998,0.3158422
2.839998,0.9911649
2.859998,0.1578062
2.879998,0.3755532
2.899998,0.9755595
2.919998,0.1148148
2.939998,0.4372265
2.959998,0.9524575
2.979998,0.0778892
2.999998,0.4998898
3.019998,0.9222289
3.039998,0.0476363
3.059998,0.5625548
3.079998,0.8853258
3.099998,0.02450868
3.119998,0.6242333
3.139998,0.8423544
3.159998,0.008879244
3.179998,0.6839528
3.199998,0.7939968
3.219998,0.0009944737
3.239998,0.7407714
3.259998,0.7409785
3.279998,0.0009786785
3.299998,0.7937933
3.319998,0.6841866
3.339998,0.008832127
3.359998,0.8421822
3.379997,0.624477
3.399997,0.02443096
3.419997,0.8851752
3.439997,0.5627892
3.459997,0.04752919
3.479997,0.9220859
3.499997,0.5001413
3.519997,0.0777626
3.539997,0.9523569
3.559997,0.4374761
3.579997,0.1146544
3.599997,0.9754864
3.619997,0.375782
3.639997,0.1576229
3.659997,0.9911149
3.679997,0.3160761
3.699997,0.2059904
3.719997,0.9990045
3.739997,0.2592558
3.759997,0.2589943
3.779997,0.9990233
3.799997,0.2062195
3.819997,0.3157986
3.839997,0.9911709
3.859997,0.1578405
3.879997,0.3754929
3.899997,0.9755739
3.919997,0.1148447
3.939997,0.43718
3.959997,0.952484
3.979997,0.07791436
3.999997,0.4998429
4.019997,0.9222459
4.039997,0.04765627
4.059997,0.5625234
4.079997,0.8853557
4.099997,0.02451846
4.119997,0.6241879
4.139997,0.8423775
4.159997,0.008885175
4.179997,0.6839234
4.199997,0.7940224
4.219997,0.0009974241
4.239997,0.7407437
4.259997,0.7410196
4.279997,0.0009767115
4.299997,0.7937553
4.319997,0.6842019
4.339997,0.008826196
4.359997,0.8421592
4.379997,0.6245076
4.399997,0.02441648
4.419997,0.885155
4.439997,0.5628357
4.459997,0.04751572
4.479997,0.922069
4.499997,0.5001577
4.519997,0.07774568
4.539997,0.952337
4.559997,0.4375075
4.579997,0.1146245
4.599997,0.9754766
4.619997,0.3758275
4.639997,0.1575998
4.659997,0.991109
4.679996,0.3161197
4.699996,0.2059648
4.719996,0.9990016
4.739996,0.2592835
4.759996,0.2589532
4.779996,0.9990243
4.799996,0.2062698
4.819996,0.3157834
4.839996,0.9911796
4.859996,0.1578635
4.879996,0.3754771
4.899996,0.9755931
4.919996,0.1148551
4.939996,0.4371334
4.959996,0.9524975
4.979996,0.07793951
4.999996,0.4998112
